,0
561,Sooo good!!! (I said this at school btw)
562,"this game gave me 2 times a 7day ban without any of reason cize kokotina
"
563,great.
564,nice game
565,69
566,"very good game
"
567,veri gud gejm
568,Skaow
569,retarded russian players
570,"sh*t
"
571,"Up
"
572,.
573,An online FPS classic you need to experience for at least 60 minutes.
574,legendary game i will always love it
575,yes
576,Old is gold !
577,good game
578,its bad
579,good game
580,"really good game, my mom yell at me for gamble"
581,топ
582,very good game
583,yes
584,GREEN GREEN WHAT IS YOUR PROBLEM!!!!
585,add sex
586,mY fav shooter game <3
587,good
588,gud gam
589,"great game with a good anticheat
EDIT: nevermind"
590,"goof
"
591,top
592,"the game makes me feel bad about myself, but i still play it."
593,monanyo
594,"Black screen and then crashes, been like this for more than 2 years"
595,👍
596,"Gameplay - 4:3 

The Fact it's not Valorant - 100/10 

No Source²  - 0/10

""I lost my life savings opening cases"" - The Entire Community

To Summarise the overall experience 'This game is like nutting to your grandma pleasurable but shameful at the same time
"
597,RUSH B CYKA BLYAT !!!
598,op
599,A
600,Was fun playing this game.
601,.
602,very good game
603,.
604,-_-
605,hope we will have zombie in this game
606,i love getting yeled at by russian teammates :thumbsup:
607,is sick
608,Good game
609,very good very ez
610,its bery gud
611,gg
612,b
613,"A wise man once said: [i] ""The Counter-Strike is a skill based game. As time goes by, your character doesn't get better, you get better."" [/i]
Though it may not work for u cuz of u having just a MacBook from 2013. But it is still a pretty fun game to play."
614,csgo = friggin A
615,merda
616,its good but sometimes making mad
617,dont bother
618,moze lepo da se igra ako ne zapadnu autisticni rusi
619,"Tried to give this game a spin again after taking a hiatus for a few years. Competitive matchmaking is far worse than I remembered.
https://imgur.com/cwz280N
What have they done to this game I once spent all my free time playing?"
620,sg
621,i like dis
622,GOOD GAME
623,snop
624,非常好玩
625,top games<333
626,guns
627,very good
628,The best russian/turkish experience you could ask for.
629,paska peli
630,op[
631,"Legendary game needs no introduction, what it does need is change. In the form of new content and improvement in the gun play area so that it can match his rival who has ""Precise Gun play"". Also port this game to source 2 asap."
632,"bad game 0/10 you cant crank 90's



"
633,igra gavno
634,Is good
635,Top of the top. Awesome game
636,this so good
637,bad game
638,Very good game.
639,bullshit
640,Too laggy
641,Amazing game!
642,"i want to kms
"
643,".
"
644,get in a mach whit a cheater have fun the go kill your self
645,"sa
"
646,"very indeed a poggers moment
"
647,good game
648,RUSSIA COMMUNICATOR
649,gud game but alot of angry russian peple
650,Very Fun Game With The Mates
651,fck this game
652,lit
653,vay nice
654,fun game full of fbi agents and terrists definetly reccomended
655,cool
656,shit game dont play
657,OF KORS SD
658,dobar dan kako ste
659,Fuck the netherlands
660,"yeah it's pretty alright, wouldn't say it's my fav but it's pretty alright

guns go shooty shooty and they die. That's 'bout it, haha"
661,i liked this game
662,Much better than valorant
663,sita laba
664,"this game is like crack cocaine, its good but don't give into others peer pressure to use"
665,rly good
666,WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP WAKE UP
667,smurf :-)
668,fuck this game.
669,Its kinda gay tbh
670,big pog
671,BAD GAME
672,not enough hours in the game
673,"good
"
674,Paska
675,"shit game but still decent
"
676,Just grab your vodka and сука ыуат people
677,"nicer game 
"
678,"Yes
"
679,very good game great time killing
680,bruh game
681,SHIT
682,"god game
"
683,i cant'e even scoped in???? why the fuck people play this
684,ok
685,lol
686,cant wait for source 2
687,Good rage simulator
688,"good game overall , fun with friends but buying prime is just expensive and without prime its a bit boring because you can't get drops and your rank is frozen so you can't rank up in competitive but overall this game is  8/10 for me. Good maps, good FPS game."
689,Best game what i played
690,it veri god gam
691,"This Game gave me Russia Lessons and i got a good score on my Russian 
10/10 best game ever"
692,"full of russians, i recommend putting off voice chat"
693,"The community is amazing it supports BLM and is far from being upcoming KKK members! They even support people who are Jewish, they despise the holocaust and are very friendly! They are also very much against racism towards others that arent already African American. I love csgo! Its so much better than valorant! Now I would also appreciate some skins valve!"
694,this game is funny but it is kind of annoying to play because of the weird angles with one shot snipers just play valorant.
695,"Very good very nice, yes"
696,Nice game!
697,One of the best games on the platform I would say!
698,good game
699,terrorist win
700,best game 10/10
701,honestly shit
702,"it a good game 
"
703,yes...
704,"pls dont play this game for fun it is not possible
this game will only teach you swears
99 hours on this game, I regret playing it
but I still play it because nice game
if try play go do pls aim practice because game aim very good need to play good"
705,good game
706,very good game
707,buy it and buy skins or ur bad
708,Very good game dont be rasist
709,HH
710,"de cacat rau
"
711,very fun man meny rusan scream at you
712,shit game
713,i have big pp
714,"gamen
gaymen
"
715,good game
716,"
20"
717,gg
718,;)
719,"
Really fun and lots of forgien folk"
720,gun go pew
721,Good game!!
722,good
723,STO MMB YEA
724,"getting ban without cheating is very fun nice game valve 
happend in all my accounts"
725,good maps
726,NO
727,Nice
728,"Loaded into a game and immediately get greeted with a slur.
10/10 one of the games of all time"
729,very ggod aim= good experience
730,"good
"
731,nutritious delicous
732,nai lainqnata igra
733,;
734,Good game
735,Good
736,"Brain dead matchmaking, early quit teammates, stack of baiters and senders, and hacks seen in daily basis are the components this game :p. Not recommended to anyone."
737,"dont buy prime, if you do you will keep playing against cheaters

Until cheaters are banned I won't play this game again

valve only bans spinbots

I'm thinking of going to play valorant because of its anticheat, which is very good

"
738,"very good and my the friends the russian  the best players alive 
"
739,很好玩的游戏
740,Decent game to be honest.
741,Amzing if you wanna kill some bitches
742,d
743,123
744,"It's like spanking! It hurts, but also you want more :D"
745,"I play this game daily lately. My hair is starting to thin, I keep telling myself a lighter mouse will make me a better player, and now I like Hentai for some reason. 7/10"
746,have shit cheater & i cant play good
747,sdfsdfsfd
748,l
749,bery guud game guys
750,epic game
751,red
752,"very nice game, hope source 2 coming soon, still in beta lol"
753,Really fun game and addictive good if you want a fast paced tactical FPS shooter.
754,game 👍
755,good
756,lilla väään tänk om du vorde kär i mig
757,"Recommend you, but be careful of you mental state!"
758,good
759,minecraft has higher tickrates that official servers
760,cool
761,good
762,Game promotes communism. Love it <3
763,"If u wanna rank faster:
1) LEFT CLICK ON COUNTER STRIKE 
2) UNINSTALL BUTTON 
"
764,it was gaming
765,fun for noobs like me if you play bots. Also if you get good you can play against other people in your skill level so it will never get to easy.
766,lmao trash game
767,"Great game, but kinda annoying with chinese people."
768,nice
769,Addictive
770,<3
771,new type of games to get psycho
772,yuiorweatgfiutrwojhfuionze2x16hb7n8yx1ghedmnui 13jley9ec76 83euoipe
773,Good game!
774,Why did they removed RIALTO map from csgo? I think that was the best map for WINGMAN.
775,yes
776,GG
777,Really great FPS game and best for multiplayer and compitions from my point of view.. exelent graphics improvement smooth gameplay well optimized... I was a big fan of CS 1.6 and now this.. few gamers says that they are dissapointed with this but i suggest to try this once try your taste and then you can judge well.. All FPS lovers should try this..
778,this game is so much fun i have been playing it for a long time i love it!
779,If you wanna play a game that hhas the worst skill based matchmaking this is the game for you
780,Fun game if you have the time/money to waste on it
781,cool csgo
782,Bad game
783,k
784,It's a game i love and hate.
785,UAV nemico in volo
786,"Pretty good, if your competitive you would hate and love this game."
787,"so good
"
788,"this game is shit
"
789,"The game is absolute trash when playing non-prime, 80% of players are cheaters, rest is toxic. Prime solves this problem a bit, but 15$ just for ability to play ranked matches with less cheaters is just a stupid thing to be in game. As if Valve couldn't afford some working anticheat. Don't even download it, just waste of time. Experience for new players is terrible so if you don't want to waste money on prime keep away from this game."
790,"On god, this game sucks fr fr no cap, what's up with the crack cocaine intervenous shots in my counter strike game, on god this game is not bussin fr fr no cap."
791,good game
792,p
793,yo
794,ye ye
795,"awsome 
"
796,"There are only so many hours in your life.
Don't waste them getting fucked by smurfs and hackers."
797,Its best game
798,Try this FPS
799,yes is good game better than valorant more balanced yes yes
800,yes buy it
801,"tyrvrtdec76tyu 6
"
802,It’s a game
803,"Listen, if you like having ♥♥♥♥♥♥♥ teammates that have their headsets on backwards and play with a super nintendo controller, then by all means buy it. If you are looking for a solid reason to kill yourself, then by all means buy it and spend 100 hours in ranked. It will push you over the edge, it just did to me. Bye guys!"
804,"Do you wanna play a game that was popular in 2015? Get yelled at for not knowing the bullet spread of the gun you are using, or call outs on the map you are playing on? Do you want to deal with a community so toxic it gives ARK a run for its money? Do you like to gamble you're pay check away on a slot machine? Do you want to deal with a pixel market where scammers are everywhere but there is some profit to be made(with a lot of luck)? Well look no further csgo is for you! Will I ever stop playing it though? HELL NO"
805,good game
806,me and frends conter strik player together and have fun hard game fun competetive
807,nice
808,Indian servers suffer from loss most of the time
809,W
810,these game its free and he have good skins
811,yucky
812,"WWADgUJTRJI[OP
\
/"
813,Z
814,its alright i guess
815,Bruh game
816,trash as fuck
817,nice
818,good lol
819,no
820,cancer
821,It's a good game!
822,bro...
823,!!!
824,good game
825,It has cool skins and I like that about a game
826,"I would recommend this game not for the game play, but for the gambling. I don't play this game, but I participated in a case opening with friends and spend $150 dollars and won $2700. 10/10 if you like to gamble play this game"
827,khj
828,many eastern europeans
829,:D
830,"Imagine valorant 

+ surfing (its cool)

+very happy and nice people 

+high tolerance towards all races and ethnicities :)"
831,REally good
832,"There's nothing else like it. 
Take that as you will."
833,gud grame
834,good
835,"Walaaaaah
"
836,9/10
837,"aboogawooga
"
838,good game
839,Terest r suck
840,yes
841,"9/11
"
842,very good
843,THIS GAME IS DOGSHIT. ALSO KAMALA HARRIS GIVES IT OUT FOR FREE
844,Way better then Val but they need 128tik native come on now its been to long and they make way much money get 128tik servers com on make csgo the number one esport again
845,"rnmkwanfSLMnjk;RSLFB JGKL;ANSML;BGTJKL;ANKSKFDBNJKLWAKLSNDFHJWAJLNKMBNRFJLANsjmnBRFJ;WNAJK;BSJ JFBWJQANMSBNFIOW AJK S BIGNIGGABALLS WJHAN;SDNJWBNABFSJNWJLKABJKSLFNJWAKBQL
"
846,yeah this game is better than d2 check my hours on both games
847,"Rush B, do not stop."
848,funni
